bug_class,key_function,subtype,version,harness_type,exit_code,status,stderr_preview
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.32.1,test,1,UBSan,../../cve_builds/sqlite-3.32.1/sqlite3.c:224767:44: runtime error: applying non-zero offset 8 to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.32.1/s
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.32.1,nosanit,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.32.2,test,1,UBSan,../cve_builds/sqlite-3.32.2/sqlite3.c:224769:44: runtime error: applying non-zero offset 8 to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_builds/sqlite-3.32.2/sqlite3
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.32.2,nosanit,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.32.3,test,1,UBSan,../../cve_builds/sqlite-3.32.3/sqlite3.c:224940:44: runtime error: applying non-zero offset 8 to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.32.3/s
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.32.3,nosanit,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.33.0,test,1,UBSan,../../cve_builds/sqlite-3.33.0/sqlite3.c:225670:44: runtime error: applying non-zero offset 8 to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.33.0/s
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.33.0,nosanit,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.34.0,test,1,UBSan,../../cve_builds/sqlite-3.34.0/sqlite3.c:226759:27: runtime error: applying non-zero offset 8 to null pointer | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../cve_builds/sqlite-3.34.0/s
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.34.0,nosanit,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.36.0,test,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.36.0,nosanit,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.39.1,test,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.39.1,nosanit,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.40.0,test,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.40.0,nosanit,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.53.0,test,0,OK,
BC002,sqlite3Fts5GetTokenizer,null-pointer,3.53.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.26.0,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.26.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.27.0,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.27.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.27.1,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.27.1,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.27.2,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.27.2,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.28.0,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.28.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.29.0,test,1,UBSan,../../cve_builds/sqlite-3.29.0/sqlite3.c:27837:24: runtime error: signed integer overflow: 2147483647 + 341 cannot be represented in type 'int' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavio
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.29.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.30.0,test,1,UBSan,../../cve_builds/sqlite-3.30.0/sqlite3.c:27931:24: runtime error: signed integer overflow: 2147483647 + 341 cannot be represented in type 'int' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavio
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.30.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.30.1,test,1,UBSan,../cve_builds/sqlite-3.30.1/sqlite3.c:27935:24: runtime error: signed integer overflow: 2147483647 + 341 cannot be represented in type 'int' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior .
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.30.1,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.31.1,test,1,UBSan,../cve_builds/sqlite-3.31.1/sqlite3.c:28488:24: runtime error: signed integer overflow: 2147483647 + 341 cannot be represented in type 'int' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior .
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.31.1,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.32.0,test,1,UBSan,../cve_builds/sqlite-3.32.0/sqlite3.c:28617:24: runtime error: signed integer overflow: 2147483647 + 341 cannot be represented in type 'int' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior .
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.32.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.32.1,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.32.1,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.32.2,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.32.2,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.32.3,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.32.3,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.33.0,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.33.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.34.0,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.34.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.36.0,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.36.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.39.1,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.39.1,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.40.0,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.40.0,nosanit,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.53.0,test,0,OK,
BC003,sqlite3_str_vappendf,signed-integer-overflow,3.53.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.26.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.26.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.27.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.27.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.27.1,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.27.1,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.27.2,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.27.2,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.28.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.28.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.29.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.29.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.30.0,test,1,UBSan,"../../cve_builds/sqlite-3.30.0/sqlite3.c:147718:5: runtime error: store to misaligned address 0xaaaaaaaaaaaaaaaa for type 'Window *' (aka 'struct Window *'), which requires 8 byte alignment | 0xaaaaaa"
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.30.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.30.1,test,1,UBSan,"../cve_builds/sqlite-3.30.1/sqlite3.c:147736:5: runtime error: store to misaligned address 0xaaaaaaaaaaaaaaaa for type 'Window *' (aka 'struct Window *'), which requires 8 byte alignment | 0xaaaaaaaaa"
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.30.1,nosanit,-11,SEGV,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.31.1,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.31.1,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.32.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.32.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.32.1,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.32.1,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.32.2,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.32.2,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.32.3,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.32.3,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.33.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.33.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.34.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.34.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.36.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.36.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.39.1,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.39.1,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.40.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.40.0,nosanit,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.53.0,test,0,OK,
BC004,sqlite3WindowUnlinkFromSelect,misaligned-access,3.53.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.26.0,test,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.26.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.27.0,test,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.27.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.27.1,test,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.27.1,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.27.2,test,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.27.2,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.28.0,test,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.28.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.29.0,test,1,UBSan,../../cve_builds/sqlite-3.29.0/sqlite3.c:83996:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../c
BC005,alsoAnInt,float-cast-overflow,3.29.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.30.0,test,1,UBSan,../../cve_builds/sqlite-3.30.0/sqlite3.c:84137:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../c
BC005,alsoAnInt,float-cast-overflow,3.30.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.30.1,test,1,UBSan,../cve_builds/sqlite-3.30.1/sqlite3.c:84141:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_bui
BC005,alsoAnInt,float-cast-overflow,3.30.1,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.31.1,test,1,UBSan,../cve_builds/sqlite-3.31.1/sqlite3.c:85071:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_bui
BC005,alsoAnInt,float-cast-overflow,3.31.1,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.32.0,test,1,UBSan,../cve_builds/sqlite-3.32.0/sqlite3.c:85315:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_bui
BC005,alsoAnInt,float-cast-overflow,3.32.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.32.1,test,1,UBSan,../../cve_builds/sqlite-3.32.1/sqlite3.c:85335:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../c
BC005,alsoAnInt,float-cast-overflow,3.32.1,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.32.2,test,1,UBSan,../cve_builds/sqlite-3.32.2/sqlite3.c:85335:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_bui
BC005,alsoAnInt,float-cast-overflow,3.32.2,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.32.3,test,1,UBSan,../../cve_builds/sqlite-3.32.3/sqlite3.c:85349:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../c
BC005,alsoAnInt,float-cast-overflow,3.32.3,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.33.0,test,1,UBSan,../../cve_builds/sqlite-3.33.0/sqlite3.c:85544:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../c
BC005,alsoAnInt,float-cast-overflow,3.33.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.34.0,test,1,UBSan,../../cve_builds/sqlite-3.34.0/sqlite3.c:85794:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../c
BC005,alsoAnInt,float-cast-overflow,3.34.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.36.0,test,1,UBSan,../../cve_builds/sqlite-3.36.0/sqlite3.c:86730:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../c
BC005,alsoAnInt,float-cast-overflow,3.36.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.39.1,test,1,UBSan,../../cve_builds/sqlite-3.39.1/sqlite3.c:88621:16: runtime error: inf is outside the range of representable values of type 'long long' | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../../c
BC005,alsoAnInt,float-cast-overflow,3.39.1,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.40.0,test,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.40.0,nosanit,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.53.0,test,0,OK,
BC005,alsoAnInt,float-cast-overflow,3.53.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.26.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.26.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.27.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.27.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.27.1,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.27.1,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.27.2,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.27.2,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.28.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.28.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.29.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.29.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.30.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.30.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.30.1,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.30.1,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.31.1,test,1,UBSan,../cve_builds/sqlite-3.31.1/sqlite3.c:142594:32: runtime error: member access within null pointer of type 'Table' (aka 'struct Table') | SUMMARY: UndefinedBehaviorSanitizer: undefined-behavior ../cve_
BC006,isAuxiliaryVtabOperator,null-pointer,3.31.1,nosanit,-11,SEGV,
BC006,isAuxiliaryVtabOperator,null-pointer,3.32.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.32.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.32.1,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.32.1,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.32.2,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.32.2,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.32.3,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.32.3,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.33.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.33.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.34.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.34.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.36.0,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.36.0,nosanit,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.39.1,test,0,OK,
BC006,isAuxiliaryVtabOperator,null-pointer,3.39.1,nosanit,0,OK,
